token1,token2,lemma1,lemma2,pos,mainpos,chunk,ner,samePos,sameMainPos,entDistance,sentDistance,eventClass1|eventClass2,tense1|tense2,aspect1|aspect2,polarity1|polarity2,sameEventClass,sameTense,sameAspect,samePolarity,depPath,mainVerb1|mainVerb2,tempMarkerClusText-Position,tempMarkerDep1-Dep2,causMarkerClusText-Position,causMarkerDep1-Dep2,coref,wnSim,label
panic,collapse,panic,collapse,NN1|NN1,n|n,I-NP|I-NP,O|O,TRUE,TRUE,1,0,OCCURRENCE|OCCURRENCE,NONE|PAST,NONE|NONE,NONE|pos,TRUE,FALSE,TRUE,FALSE,NMOD-OBJ,O|O,follow|BETWEEN,NMOD|OBJ,after|BETWEEN,PMOD|PMOD-NMOD-OBJ,NOCOREF,0.3389988107931146,AFTER
notes,collapse,note,collapse,NN0|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,3,0,REPORTING|OCCURRENCE,PRESENT|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-SUB-VC-TMP-PMOD-NMOD-OBJ,MAIN|O,follow|BETWEEN,OBJ-SUB-VC-TMP-PMOD-NMOD|OBJ,after|BETWEEN,OBJ-SUB-VC-TMP|PMOD-NMOD-OBJ,NOCOREF,0.08312717175623005,AFTER
supposed,insured,suppose,insure,VVN|VVN,v|v,I-VP|I-VP,O|O,TRUE,TRUE,1,0,STATE|OCCURRENCE,PRESENT|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OPRD-IM-VC,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
admitted,snapped,admit,snapped,VVD|AJ0,v|v,B-VP|I-VP,O|O,FALSE,TRUE,3,0,REPORTING|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,OBJ-SUB-VC-OBJ-NMOD-IM-OBJ-NMOD-AMOD-SUB-PRD,MAIN|O,when|BETWEEN,TMP|O,so|BETWEEN,ADV|O,NOCOREF,0.0,BEFORE
admitted,said,admit,say,VVN|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,3,0,REPORTING|REPORTING,PRESENT|PAST,PERFECTIVE|NONE,pos|pos,TRUE,FALSE,FALSE,TRUE,OBJ-PRD-NMOD-SUB-VC,O|MAIN,O|O,O|O,ENABLE|BETWEEN,VC-OBJ-SUB-VC|OBJ-PRD-NMOD-SUB-VC-OBJ-SUB-VC,NOCOREF,-0.0,BEFORE
afford,said,afford,say,VVB|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,2,0,STATE|REPORTING,NONE|PAST,NONE|NONE,NONE|pos,FALSE,FALSE,TRUE,FALSE,OBJ-PRD-NMOD-SUB-VC-OBJ-SUB-VC,O|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
pay,said,pay,say,VVB|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|REPORTING,INFINITIVE|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-PRD-NMOD-SUB-VC-OBJ-SUB-VC-OPRD-IM,O|MAIN,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
said,expulsion,say,expulsion,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,1,1,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|O,O|O,O|O,from|BEGIN-BETWEEN,O|NMOD,NOCOREF,0.0,BEFORE
evanescent,converted,evanescent,convert,AJ0|VVN,adj|v,I-ADJP|I-VP,O|O,FALSE,FALSE,1,0,STATE|OCCURRENCE,NONE|PRESENT,NONE|NONE,NONE|pos,FALSE,FALSE,TRUE,FALSE,O,O|O,once|BETWEEN,O|SUB-VC,from|BEGIN,O|O,NOCOREF,0.0,AFTER
expulsion,converted,expulsion,convert,NN1|VVN,n|v,I-NP|I-VP,O|O,FALSE,FALSE,2,0,OCCURRENCE|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,O|O,once|BETWEEN,O|SUB-VC,from|BETWEEN,NMOD|O,NOCOREF,-0.0,BEFORE
expulsion,adopting,expulsion,adopt,NN1|VVG,n|v,I-NP|B-VP,O|O,FALSE,FALSE,3,0,OCCURRENCE|OCCURRENCE,PAST|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,O|O,before|BETWEEN,O|PMOD,from|BETWEEN,NMOD|O,NOCOREF,0.0,AFTER
informed,denied,inform,deny,VVN|VVN,v|v,I-VP|I-VP,O|O,TRUE,TRUE,8,1,REPORTING|OCCURRENCE,PAST|PASTPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
informed,ruling,inform,ruling,VVN|NN1,v|n,I-VP|I-NP,O|O,FALSE,FALSE,18,4,REPORTING|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|neg,FALSE,FALSE,TRUE,FALSE,O,MAIN|O,as|BEGIN-BETWEEN,O|O,O|O,O|O,NOCOREF,0.0,AFTER
informed,face,inform,face,VVN|VVB,v|v,I-VP|I-VP,O|O,FALSE,TRUE,2,0,REPORTING|I_ACTION,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-SUB-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.4686322329022281,BEFORE
investigation,abused,investigation,abuse,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,1,0,OCCURRENCE|OCCURRENCE,PRESENT|PAST,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,NMOD-PMOD-SUB,O|O,into|BETWEEN,NMOD|PMOD-SUB,O|O,O|O,NOCOREF,0.19564899575931557,AFTER
informed,abused,inform,abuse,VVN|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,4,0,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ-SUB-VC-OBJ-NMOD-PMOD-SUB,MAIN|O,into|BETWEEN,VC-OBJ-SUB-VC-OBJ-NMOD|PMOD-SUB,O|O,O|O,NOCOREF,0.4181077012282682,AFTER
informed,get,inform,get,VVN|VVB,v|v,I-VP|I-VP,O|O,FALSE,TRUE,5,0,REPORTING|OCCURRENCE,PAST|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-SUB-VC-OBJ-NMOD-PMOD-COORD-COORD-CONJ-NMOD-IM,MAIN|O,into|BETWEEN,VC-OBJ-SUB-VC-OBJ-NMOD|PMOD-COORD-COORD-CONJ-NMOD-IM,O|O,O|O,NOCOREF,-0.0,AFTER
denied,called,deny,call,VVN|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,3,1,OCCURRENCE|REPORTING,PASTPART|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,MAIN|MAIN,as|BEGIN-BETWEEN,VC-OPRD-ADV-COORD-COORD-CONJ-PMOD-APPO-AMOD|O,O|O,O|O,NOCOREF,-0.0,BEFORE
denied,accepting,deny,accept,VVN|VVG,v|v,I-VP|I-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|I_ACTION,PASTPART|PRESPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OPRD,MAIN|MAIN,as|AFTER,VC-OPRD-ADV-COORD-COORD-CONJ-PMOD-APPO-AMOD|ADV-COORD-COORD-CONJ-PMOD-APPO-AMOD,from|AFTER,VC-OPRD-ADV|ADV,NOCOREF,-0.0,AFTER
called,said,call,say,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,5,1,REPORTING|REPORTING,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,COREF,0.0,SIMULTANEOUS
called,decision,call,decision,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,1,0,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ,MAIN|O,O|O,O|O,O|O,O|O,COREF,-0.0,AFTER
called,believes,call,believe,VVD|NN0,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,0,REPORTING|I_STATE,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-NMOD-OBJ-SUB,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
said,ruling,say,ruling,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,2,1,REPORTING|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|neg,FALSE,FALSE,TRUE,FALSE,O,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
said,appeal,say,appeal,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,REPORTING|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
ruling,lost,ruling,lose,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,2,0,OCCURRENCE|OCCURRENCE,PRESENT|PAST,NONE|NONE,neg|pos,TRUE,FALSE,TRUE,FALSE,O,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
ruling,bid,ruling,bid,NN1|VVD,n|v,I-NP|I-NP,O|O,FALSE,FALSE,3,0,OCCURRENCE|OCCURRENCE,PRESENT|NONE,NONE|NONE,neg|NONE,TRUE,FALSE,TRUE,FALSE,O,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.29404308401292567,AFTER
ruling,stand,ruling,stand,NN1|VVB,n|v,I-NP|I-VP,O|O,FALSE,FALSE,5,0,OCCURRENCE|I_STATE,PRESENT|FUTURE,NONE|NONE,neg|pos,FALSE,FALSE,TRUE,FALSE,O,O|O,O|O,O|O,from|BETWEEN,O|SBJ-NMOD-OBJ-COORD-CONJ-PMOD-NMOD,NOCOREF,-0.0,BEFORE
ruling,trial,ruling,trial,NN1|NN1,n|n,I-NP|B-NP,O|O,TRUE,TRUE,6,0,OCCURRENCE|OCCURRENCE,PRESENT|FUTURE,NONE|NONE,neg|pos,TRUE,FALSE,TRUE,FALSE,O,O|O,O|O,O|O,from|BETWEEN,O|O,NOCOREF,0.2943371747530587,BEFORE
vote,slipped,vote,slip,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,1,0,OCCURRENCE|OCCURRENCE,NONE|PAST,NONE|NONE,NONE|pos,TRUE,FALSE,TRUE,FALSE,TMP-SUB-PRP-PMOD,O|MAIN,before|BEGIN,SUB-PRP-PMOD|TMP,O|O,O|O,NOCOREF,0.27521415657414605,AFTER
slipped,marched,slip,marched,VVD|AJ0,v|v,B-VP|B-VP,O|O,FALSE,TRUE,4,1,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,O,MAIN|O,before|BEGIN-BEFORE,TMP|O,O|O,O|O,NOCOREF,0.0,BEFORE
slipped,savor,slip,savor,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PAST|INFINITIVE,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,PRP-IM,MAIN|O,into|BETWEEN,DIR|O,O|O,O|O,NOCOREF,0.1691309772413543,BEFORE
sat,marched,sit,marched,VVD|AJ0,v|v,B-VP|B-VP,O|O,FALSE,TRUE,2,0,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,LOC-PMOD-NMOD-VC-ADV-APPO,MAIN|O,O|O,O|O,from|BETWEEN,LOC-PMOD-NMOD-SBJ-NMOD-PMOD-NMOD|O,NOCOREF,0.0,SIMULTANEOUS
cast,marched,cast,marched,VVN|AJ0,v|v,I-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PAST|NONE,PERFECTIVE|NONE,pos|NONE,TRUE,FALSE,FALSE,FALSE,ADV-APPO,O|O,O|O,O|O,from|BETWEEN,SBJ-NMOD-PMOD-NMOD|O,NOCOREF,0.0,BEFORE
marched,told,marched,tell,AJ0|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,1,OCCURRENCE|REPORTING,NONE|PAST,NONE|NONE,NONE|pos,FALSE,FALSE,TRUE,FALSE,O,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
deployed,taking,deploy,take,VVN|VVG,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,INFINITIVE|PRESENT,NONE|PROGRESSIVE,pos|pos,TRUE,FALSE,FALSE,TRUE,SBJ-NMOD-VC-OPRD-IM,O|MAIN,into|AFTER,O|VC-ADV,by|BETWEEN,VC-LGS|SBJ-NMOD-VC-OPRD-IM-VC-LGS,NOCOREF,-0.0,AFTER
working,develop,work,develop,VVG|VVB,v|v,I-VP|I-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PRESENT|INFINITIVE,PERFECTIVE_PROGRESSIVE|NONE,pos|pos,TRUE,FALSE,FALSE,TRUE,OPRD-IM,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
bought,confident,buy,confident,VVD|AJ0,v|adj,B-VP|B-ADJP,O|O,FALSE,FALSE,2,0,OCCURRENCE|I_STATE,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,SBJ-NMOD,O|O,O|O,O|O,from|BETWEEN,ADV|SBJ-NMOD-ADV,NOCOREF,0.0,BEFORE
confident,upgrade,confident,upgrade,AJ0|VVB,adj|v,B-ADJP|I-VP,O|O,FALSE,FALSE,1,0,I_STATE|OCCURRENCE,PRESENT|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,LOC-PMOD-NMOD-IM,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,SIMULTANEOUS
confident,becoming,confident,become,AJ0|VVG,adj|v,B-ADJP|B-VP,O|O,FALSE,FALSE,2,0,I_STATE|ASPECTUAL,PRESENT|PRESPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,ADV,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,INCLUDES
confident,use,confident,use,AJ0|VVB,adj|v,B-ADJP|I-VP,O|O,FALSE,FALSE,3,0,I_STATE|OCCURRENCE,PRESENT|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,ADV-PRD-NMOD-IM,O|O,as|AFTER,ADV-PRD-NMOD-IM-ADV|ADV,in_connection_with|AFTER,ADV-PRD-NMOD-IM-ADV|ADV,NOCOREF,0.0,INCLUDES
say,performs,say,perform,VVI|NN0,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,1,REPORTING|OCCURRENCE,PRESENT|PRESENT,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|O,if|BEGIN-BETWEEN,O|SUB,if|BEGIN-BETWEEN,O|SUB,NOCOREF,-0.0,BEFORE
performs,said,perform,say,NN0|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,7,1,OCCURRENCE|REPORTING,PRESENT|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,O|MAIN,if|BEGIN-BEFORE,SUB|O,if|BEGIN-BETWEEN,SUB|O,NOCOREF,-0.0,AFTER
performs,used,perform,use,NN0|VVN,v|v,B-VP|I-VP,O|O,FALSE,TRUE,2,0,OCCURRENCE|OCCURRENCE,PRESENT|PAST,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,ADV-SUB,O|MAIN,as|BETWEEN,ADV|ADV-SUB-ADV,if|BETWEEN,SUB|ADV,NOCOREF,-0.0,BEFORE
performs,supercharge,perform,supercharge,NN0|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,3,0,OCCURRENCE|OCCURRENCE,PRESENT|INFINITIVE,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,O|MAIN,as|BETWEEN,ADV|O,if|BETWEEN,SUB|O,NOCOREF,-0.0,BEFORE
performs,solving,perform,solve,NN0|VVG,v|v,B-VP|B-VP,O|O,FALSE,TRUE,4,0,OCCURRENCE|OCCURRENCE,PRESENT|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,O|O,still|BETWEEN,O|O,if|BETWEEN,SUB|O,NOCOREF,-0.0,BEFORE
performs,done,perform,do,NN0|VVN,v|v,B-VP|I-VP,O|O,FALSE,TRUE,5,0,OCCURRENCE|OCCURRENCE,PRESENT|PAST,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,O|O,as|BETWEEN,O|AMOD-SUB-VC-VC,if|BETWEEN,SUB|O,COREF,-0.0,AFTER
said,tell,say,tell,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,4,1,REPORTING|PERCEPTION,PAST|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,1.0,BEFORE
said,use,say,use,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,REPORTING|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
said,create,say,create,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,2,0,REPORTING|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-VC-OPRD-IM,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
said,test,say,test,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,3,0,REPORTING|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,OBJ-VC-OPRD-IM-COORD-CONJ,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
react,burst,react,burst,VVB|NN1,v|n,I-VP|I-NP,O|O,FALSE,FALSE,1,0,OCCURRENCE|OCCURRENCE,PRESENT|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,ADV-PMOD,O|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
broke,hoping,break,hope,VVD|VVG,v|v,B-VP|I-VP,O|O,FALSE,TRUE,6,1,OCCURRENCE|I_STATE,PAST|PRESENT,NONE|PROGRESSIVE,pos|pos,FALSE,FALSE,FALSE,TRUE,O,MAIN|MAIN,when|BEGIN-BETWEEN,TMP-TMP|O,O|O,O|O,NOCOREF,0.08451746569888789,BEFORE
apologized,outcome,apologize,outcome,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,10,1,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,O,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,SIMULTANEOUS
apologized,raid,apologize,raid,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,2,0,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,ADV-PMOD,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
apologized,help,apologize,help,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,4,0,OCCURRENCE|I_ACTION,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,ADV-NMOD-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
apologized,restore,apologize,restore,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,5,0,OCCURRENCE|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,ADV-NMOD-VC-OPRD,MAIN|O,O|O,O|O,ENABLE|BETWEEN,ADV-NMOD-VC|OPRD,NOCOREF,-0.0,BEFORE
happened,outcome,happen,outcome,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,3,0,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,O,O|O,as|BETWEEN,TMP|O,as|BETWEEN,SBJ-NMOD|PRD,NOCOREF,0.0,SIMULTANEOUS
wrapped,outcome,wrap,outcome,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,2,0,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,O,O|O,as|BETWEEN,SUB|O,O|O,O|O,NOCOREF,-0.0,INCLUDES
visit,outcome,visit,outcome,NN1|NN1,n|n,I-NP|I-NP,O|O,TRUE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,O,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.2654077282761633,INCLUDES
outcome,confirmed,outcome,confirm,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,4,1,OCCURRENCE|REPORTING,NONE|PAST,NONE|NONE,NONE|pos,FALSE,FALSE,TRUE,FALSE,O,O|MAIN,as|BEGIN-BETWEEN,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
outcome,trip,outcome,trip,NN1|NN1,n|n,I-NP|I-NP,O|O,TRUE,TRUE,1,0,OCCURRENCE|OCCURRENCE,NONE|NONE,NONE|NONE,NONE|NONE,TRUE,TRUE,TRUE,TRUE,NMOD-PMOD,O|O,O|O,O|O,from|BETWEEN,NMOD|PMOD,NOCOREF,0.284250672760181,IS_INCLUDED
outcome,seemed,outcome,seem,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,2,0,OCCURRENCE|I_STATE,NONE|PAST,NONE|NONE,NONE|pos,FALSE,FALSE,TRUE,FALSE,NMOD-PMOD-NMOD,O|O,O|O,O|O,from|BETWEEN,NMOD|PMOD-NMOD,NOCOREF,0.0,AFTER
